EquipmentID,DaysinService,OpVoltage,OpAmperage,OpTemperature,MonthofManufacture,DaysfromLastService,DaystoNextService,DaysfromLastRepair,Defect
MOTOR_1042,151.864456,227.322022,22.648680,89.644977,201003,0.336184,7.956167,41.113146,1
MOTOR_1063,153.844528,221.428578,25.373458,73.706830,201001,12.579278,36.177210,84.659080,1
MOTOR_1068,154.914612,223.376873,26.665239,77.852936,200802,28.248773,26.413521,90.794277,1
MOTOR_1069,155.069455,224.397194,22.543234,89.292998,200711,15.916954,24.666304,32.837818,1
MOTOR_1073,155.483433,229.934434,25.323675,84.589976,200809,29.158584,11.403157,29.158584,1
MOTOR_1074,155.850077,221.376805,24.901896,76.485039,200903,9.312685,24.291160,86.407387,1
MOTOR_1078,156.690263,222.257981,24.674652,85.696623,200904,14.306299,23.520757,24.490112,1
MOTOR_1084,157.193453,220.361544,22.167114,79.522803,200802,1.843504,36.614493,45.638042,1
MOTOR_1099,159.048826,222.989688,20.791263,85.991749,200907,14.026419,16.014893,37.300514,1
MOTOR_1108,161.179101,221.963280,24.965895,70.941718,200907,15.244663,15.437471,67.066663,1
MOTOR_1110,161.682782,223.916733,26.180973,84.503587,200811,14.236593,9.245853,29.101618,1
MOTOR_1131,165.122801,227.137660,28.127428,86.772992,201002,10.826442,7.360643,86.398785,1
MOTOR_1135,165.759572,223.884443,24.826523,81.235528,200901,5.468974,19.968738,60.997723,1
MOTOR_1136,165.970895,228.501147,25.300873,81.998844,200901,3.177610,11.431811,12.281145,1
MOTOR_1138,166.203764,226.152091,25.959104,81.526639,200901,14.406572,19.396970,26.402152,1
MOTOR_1155,169.142390,226.723080,24.560357,80.380805,200901,0.075733,18.539572,10.866962,1
MOTOR_1158,169.521563,229.325781,25.600629,80.760346,200901,16.476900,20.319194,87.547065,1
MOTOR_1159,169.558538,226.502508,25.093242,82.343412,200901,0.184224,9.042604,38.190612,1
MOTOR_1179,173.220843,228.369529,25.200423,82.370327,200901,19.026062,28.804405,91.951768,1
MOTOR_1184,173.775344,227.522703,24.447722,80.123016,200901,24.186090,27.605073,24.186090,1
MOTOR_1192,174.990958,222.591149,25.448867,80.241448,200804,7.601243,17.020470,74.712758,1
MOTOR_1195,175.336849,225.643350,24.734755,81.679107,200901,4.051118,8.259330,92.509551,1
MOTOR_1202,176.113083,226.267921,25.159052,81.178165,200901,16.204674,33.768638,18.957762,1
MOTOR_1204,176.504207,228.262605,25.315728,81.724519,200901,27.340643,22.136839,36.747834,1
MOTOR_1209,177.183702,224.204776,24.365198,81.022037,200901,3.552316,21.514037,24.365236,1
MOTOR_1213,177.571034,223.499625,24.450574,83.814512,200901,26.485836,22.539116,26.485836,1
MOTOR_1217,178.793961,220.159295,24.977368,80.674937,200703,14.607929,9.362710,25.207311,1
MOTOR_1223,179.603692,221.283081,24.941466,81.276736,200810,16.337077,24.604370,94.300362,1
MOTOR_1236,181.402042,223.300267,24.867143,80.036750,200703,22.608681,26.235314,79.296471,1
MOTOR_1254,184.629567,222.652337,24.392033,82.293170,200909,4.785689,21.685388,66.436441,1
MOTOR_1263,185.736005,225.746272,25.223346,83.439821,200809,23.430525,36.171063,78.841870,1
MOTOR_1276,188.412961,227.788938,24.136732,81.973693,200901,1.379999,24.659467,3.013999,1
MOTOR_1283,189.552230,228.251707,25.604292,81.104686,200901,12.141294,33.635670,96.610629,1
MOTOR_1319,195.023968,227.020997,22.176994,78.017523,200901,13.863589,8.202790,20.112877,1
MOTOR_1331,196.972028,222.617719,24.286428,73.801362,200901,2.883301,31.060484,12.222765,1
MOTOR_1343,198.952675,226.686390,28.302775,76.515416,200802,5.313078,13.113452,18.611602,1
MOTOR_1349,200.556885,221.279329,26.175910,80.767786,200902,15.267576,27.728988,93.115084,1
MOTOR_1357,201.804955,223.549840,26.915483,71.515469,200712,25.661361,36.767247,94.295266,1
MOTOR_1366,204.719808,223.150649,26.889725,76.754262,200702,22.356651,33.982653,34.033381,1
MOTOR_1367,204.801083,223.842929,29.684506,83.407557,200904,2.496369,32.446053,30.899534,1
MOTOR_1375,205.940874,228.220440,29.913054,81.567880,200806,21.631324,10.648505,70.755141,1
MOTOR_1378,206.967855,229.540274,24.601479,70.741654,200810,26.383924,14.364179,45.782768,1
MOTOR_1379,206.976081,223.871495,25.622901,87.985142,200905,4.985775,33.428337,22.512231,1
MOTOR_1383,207.828723,229.440624,24.394818,72.389923,200703,3.336546,30.997553,50.105675,1
MOTOR_1390,208.889871,221.047020,20.497259,77.235850,200811,27.040685,21.825844,62.386533,1
MOTOR_1393,209.046320,221.605411,28.334231,85.501226,200811,9.383614,21.515290,59.234291,1
MOTOR_1397,209.420695,222.228271,21.624723,82.693689,200802,14.296862,26.288826,71.481550,1
MOTOR_1400,210.030791,224.259399,25.904457,89.647710,200706,5.740438,20.536620,54.599493,1
MOTOR_1420,213.029550,223.203768,28.023380,81.939337,200908,1.744849,31.599701,29.605517,1
MOTOR_1421,213.114926,221.986843,21.485736,76.467587,201002,7.599312,34.316869,21.064093,1
MOTOR_1426,213.817083,226.910183,23.596469,82.078560,200907,6.498446,15.934230,35.054691,1
MOTOR_1463,218.626948,229.096834,25.028230,82.402113,200911,15.587535,9.278807,43.271103,1
MOTOR_1466,218.725532,221.696228,27.133539,72.473187,200910,19.517409,8.606004,76.559642,1
MOTOR_1468,219.058052,220.258887,28.935753,73.456913,201002,2.157633,25.383578,36.877371,1
MOTOR_1469,219.077042,229.453274,25.912322,75.466893,200911,2.025939,21.658979,32.447449,1
MOTOR_1473,220.647729,221.496244,20.758728,78.402786,200905,21.958163,26.826060,80.441103,1
MOTOR_1491,222.345644,225.312687,20.612087,81.290227,200809,9.743415,30.735463,12.152388,1
MOTOR_1493,222.495818,220.958980,23.805841,73.995157,200711,8.729597,25.569838,68.163604,1
MOTOR_1521,226.209036,228.466063,22.654309,78.716306,200803,18.102431,25.417376,50.015956,1
MOTOR_1545,230.065414,222.849340,21.684604,73.860838,200908,8.630588,8.640116,92.131513,1
MOTOR_1547,230.554025,228.990599,22.858400,83.946553,200805,10.838545,19.031778,10.838545,1
MOTOR_1548,230.678853,227.530822,22.899535,87.967730,200907,17.283828,26.568395,50.093817,1
MOTOR_1552,231.245424,223.476285,23.647971,89.901396,200909,16.982565,10.547220,53.239405,1
MOTOR_1555,231.756665,226.506251,21.651791,74.961794,200805,24.105434,9.760941,99.820254,1
MOTOR_1557,232.289434,225.936192,21.798079,71.548730,200911,22.825089,29.634304,84.611568,1
MOTOR_1574,236.043381,225.902982,27.163830,81.290019,200705,12.019706,11.671386,15.888317,1
MOTOR_1582,237.101091,229.155598,22.873852,79.451649,200810,10.286841,33.238380,80.437521,1
MOTOR_1585,237.575725,225.313030,21.996654,74.507232,200708,28.046760,28.688555,53.856570,1
MOTOR_1586,237.621498,221.999934,22.109636,86.813676,201001,8.946483,13.190758,50.740097,1
MOTOR_1590,239.093556,222.488035,28.374316,82.194393,200909,12.858530,7.289175,78.088229,1
MOTOR_1593,239.490570,228.210298,20.170108,89.931281,200806,21.984483,33.618535,54.638039,1
MOTOR_1595,239.935817,228.846229,23.414159,84.902630,200707,7.923977,15.086207,63.479989,1
MOTOR_1600,241.257484,220.875952,26.236335,85.863717,201001,12.056509,8.177789,25.658187,1
MOTOR_1601,241.305119,223.164111,23.678066,84.364279,200910,2.348582,20.537591,31.673944,1
MOTOR_1608,242.521541,225.844100,25.359217,81.784623,201001,19.782650,27.396787,83.580737,1
MOTOR_1620,244.661501,228.494658,23.583566,72.539346,200909,2.363172,33.453362,17.254909,1
MOTOR_1625,245.814156,222.710758,25.418780,83.155191,200704,7.823559,25.341454,92.247324,1
MOTOR_1645,247.980450,226.207113,28.926689,89.969131,200710,6.797486,36.420948,48.022747,1
MOTOR_1655,249.642743,224.193963,22.268942,78.157450,200804,1.802178,24.771712,88.291030,1
MOTOR_1657,249.957619,221.820512,22.509846,78.153202,200704,15.742187,36.883356,84.066084,1
MOTOR_1671,251.479335,224.147656,24.351088,70.925358,200902,10.755520,21.500120,16.867980,1
MOTOR_1681,253.397327,224.820821,29.332520,74.011961,200705,21.065553,8.250833,65.364170,1
MOTOR_1683,253.592470,228.327625,20.833321,87.636968,200904,27.063191,14.897078,81.138481,1
MOTOR_1685,253.715478,226.422963,27.633063,85.955914,200702,28.343120,36.784508,57.276874,1
MOTOR_1693,254.810848,223.455112,25.407134,73.184596,200706,10.052214,19.069536,22.574030,1
MOTOR_1697,255.278505,226.106789,22.382728,78.624004,200903,1.911887,32.146572,82.471031,1
MOTOR_1711,257.875714,227.876240,27.266816,81.804854,200707,11.594297,29.905413,50.446401,1
MOTOR_1726,259.554037,221.933795,26.835877,87.618925,200807,25.424200,7.294698,29.624062,1
MOTOR_1734,260.225680,227.189214,26.692018,79.295459,200912,6.448557,15.137710,82.086077,1
MOTOR_1736,260.535724,225.126260,24.862145,83.460911,200802,17.378077,17.846920,83.662989,1
MOTOR_1749,262.307485,224.412362,22.083426,81.681274,200805,12.552717,36.557474,39.429440,1
MOTOR_1754,263.246692,220.140904,23.600338,78.711300,200802,1.342100,20.632505,10.428444,1
MOTOR_1756,263.277634,221.171584,26.357970,89.834590,200803,5.460180,36.520780,70.192832,1
MOTOR_1774,265.925909,226.947577,21.300877,79.701830,200705,3.410222,33.936047,45.842853,1
MOTOR_1781,266.525287,223.687213,25.855636,75.990426,201001,22.775591,20.305404,46.402355,1
MOTOR_1790,267.349262,220.002051,20.572829,81.705781,200806,4.201711,8.750034,71.129475,1
MOTOR_1801,268.822773,225.105257,28.461761,75.699914,200709,23.014236,27.061218,48.899162,1
MOTOR_1803,269.010921,225.654445,26.971886,78.082753,200807,23.319124,25.087370,96.983500,1
MOTOR_1808,269.558513,220.966309,29.154268,75.962565,200903,8.849332,32.835707,40.772469,1
MOTOR_1812,269.855456,225.108536,29.683522,82.292616,200711,18.602443,18.121277,32.064778,1
MOTOR_1818,270.861228,226.998920,26.650382,85.007392,201002,17.458500,8.490590,31.141747,1
MOTOR_1824,271.587814,222.938259,27.955896,87.006229,200903,18.757782,18.535797,18.757782,1
MOTOR_1828,272.491739,226.937282,29.949258,78.382141,201003,12.650053,16.217590,18.813867,1
MOTOR_1831,272.800475,222.380368,29.249337,85.577044,200805,29.397467,27.008592,29.397467,1
MOTOR_1833,273.171330,220.765463,21.291598,74.388959,200810,20.183189,14.568301,60.230696,1
MOTOR_1836,273.367579,225.695305,26.086129,87.473741,200902,21.278770,23.427422,21.278770,1
MOTOR_1844,274.081867,222.549159,26.867514,85.372678,201001,1.067538,17.944450,89.731531,1
MOTOR_1850,275.218790,226.534844,20.129363,86.500746,200703,27.596184,9.684653,27.596184,1
MOTOR_1852,275.713451,220.513351,29.142251,77.278986,200812,14.070753,30.140446,28.392150,1
MOTOR_1854,275.791653,223.614496,27.374500,83.373110,200804,27.924250,19.449668,27.924250,1
MOTOR_1857,276.596389,222.460387,20.717028,76.260107,200909,19.013909,33.930602,19.013909,1
MOTOR_1864,277.437369,226.602628,21.641028,88.155761,200804,14.608200,19.456418,30.449103,1
MOTOR_1869,278.238752,222.492421,27.208536,77.929641,200811,0.133433,33.979453,6.710840,1
MOTOR_1872,278.912839,224.219222,24.471406,75.936546,200807,1.980692,19.187490,66.495924,1
MOTOR_1874,279.146351,225.112053,24.491271,88.812706,200904,7.978620,13.801384,33.633466,1
MOTOR_1885,280.385931,229.587145,20.753294,82.755380,200907,27.979457,17.742751,88.316114,1
MOTOR_1897,281.802459,221.459629,28.360554,73.223097,200807,17.454467,29.732211,85.314193,1
MOTOR_1905,283.120433,220.758067,24.875575,81.508886,200909,10.208124,27.959696,20.989130,1
MOTOR_1914,284.615083,224.627690,23.963735,75.133724,200904,8.820977,24.327004,18.566821,1
MOTOR_1922,285.763745,222.452462,23.500163,71.118260,200904,9.684596,16.438433,9.684596,1
MOTOR_1933,287.305518,220.322772,25.764488,84.982135,200803,13.330884,21.950186,93.193876,1
MOTOR_1950,290.143450,228.568592,26.076432,88.835410,200903,24.731561,35.364183,67.485556,1
MOTOR_1955,290.596733,222.524280,23.060403,82.879123,201001,18.664149,25.987230,18.664149,1
MOTOR_1959,291.162695,229.140072,24.280658,88.276419,200809,9.410570,34.626115,82.033741,1
MOTOR_1961,291.240908,223.346124,23.428237,82.720131,200902,23.879438,18.154249,23.879438,1
MOTOR_1980,293.789404,223.894297,29.874736,80.299470,200711,15.377165,18.880937,86.635360,1
MOTOR_1994,295.602633,227.287280,23.035895,77.992262,200811,17.863118,26.878370,61.603293,1
MOTOR_1996,295.680404,226.749861,25.692218,75.692306,200709,28.216856,9.773944,43.334150,1
MOTOR_1998,296.139409,224.634615,23.964586,86.872213,200709,5.846000,32.765735,71.213967,1
MOTOR_2002,296.387744,223.267168,22.078248,74.856218,200905,11.234223,29.982164,56.042384,1
MOTOR_2041,300.715538,229.294729,26.043420,88.119354,200807,29.918423,16.817703,58.981565,1
MOTOR_2056,303.296104,225.024817,29.013532,89.108887,200807,23.363641,12.334179,23.363641,1
MOTOR_2068,305.649425,223.210617,25.418208,79.052587,200908,10.436795,26.938029,70.099907,1
MOTOR_2069,305.685216,228.388825,26.115838,81.444695,200901,18.965234,18.798456,46.820052,1
MOTOR_2071,306.199913,228.595785,27.899505,83.532778,200907,11.387202,25.402270,85.249846,1
MOTOR_2073,306.338811,229.884691,28.740159,86.519260,200705,21.196353,10.908044,68.064385,1
MOTOR_2075,306.446896,223.150329,28.286768,79.418555,200803,23.330851,17.260423,23.330851,1
MOTOR_2077,306.750183,224.426007,28.567324,78.717495,201001,12.308167,17.009653,89.987330,1
MOTOR_2082,308.118953,222.746704,28.423183,88.343643,200702,22.250164,24.068949,83.592363,1
MOTOR_2109,312.116331,224.047621,25.942101,75.133690,200804,11.348617,28.413623,84.940365,1
MOTOR_2111,312.729347,229.820020,22.545674,76.821859,200809,18.130557,21.154157,57.359054,1
MOTOR_2124,314.983887,223.504439,22.446901,89.228554,200901,21.133309,21.983831,48.958230,1
MOTOR_2129,315.410416,224.384363,25.920612,74.655926,200801,27.715710,36.245038,89.284248,1
MOTOR_2131,315.567774,222.049088,22.383741,77.980813,200811,17.030620,23.173600,28.546373,1
MOTOR_2136,316.214385,225.279595,21.203110,78.388456,200909,29.788037,28.011563,29.788037,1
MOTOR_2140,317.110377,220.264076,23.284834,76.069444,200802,25.494095,22.984027,40.156261,1
MOTOR_2151,318.801562,222.506942,24.486899,87.101777,200911,9.068739,8.615199,9.068739,1
MOTOR_2166,320.980348,220.087759,25.323270,70.406493,200703,27.034316,9.652103,99.359088,1
MOTOR_2172,321.803958,228.101129,27.092187,83.993519,201003,27.274615,17.767132,92.316265,1
MOTOR_2177,323.694272,223.033956,27.930858,81.223262,200711,24.850877,11.080564,50.907922,1
MOTOR_2184,324.986271,223.192325,25.831597,72.383843,200802,7.165535,34.047348,89.217471,1
MOTOR_2201,327.067110,224.073818,28.108840,86.682917,200806,23.749821,13.077706,23.749821,1
MOTOR_2203,327.358443,222.413903,24.344807,76.778446,200907,1.824490,20.566017,31.713466,1
MOTOR_2204,327.503119,224.571961,27.717394,81.991431,200801,14.792257,31.218844,92.803129,1
MOTOR_2237,333.854244,222.423297,26.287117,79.322447,200905,7.818659,32.067982,14.811839,1
MOTOR_2242,334.927229,222.672646,27.140567,78.402362,200903,22.300187,12.424975,86.027698,1
MOTOR_2254,336.686854,225.117363,22.957496,88.947690,200712,12.654942,35.157145,76.107344,1
MOTOR_2260,337.252145,225.043070,21.311137,75.286390,200710,16.946042,31.317352,16.946042,1
MOTOR_2262,337.578260,227.588475,26.462042,87.928018,200707,21.471433,11.408721,39.260800,1
MOTOR_2268,338.388803,229.015656,26.817015,73.918907,200810,22.259148,15.322083,61.818191,1
MOTOR_2293,340.954115,221.016865,22.045035,89.147755,200812,17.822992,18.602197,97.328395,1
MOTOR_2298,341.321244,226.521924,27.561753,72.113505,200812,11.318000,32.876354,28.765353,1
MOTOR_2317,345.166227,226.234344,20.645302,70.800776,200709,5.171605,32.048801,26.644754,1
MOTOR_2331,346.858973,222.607274,21.560562,84.169491,200906,4.234365,21.641360,60.485908,1
MOTOR_2355,349.359223,225.417622,28.835476,80.287116,200802,21.090502,21.949910,79.755814,1
MOTOR_2357,349.910624,225.160198,21.448494,88.738151,200702,0.427927,30.683448,78.850884,1
MOTOR_2358,349.925828,221.673951,29.095468,72.803375,200911,15.150374,11.396687,60.405605,1
MOTOR_2360,350.544169,220.656903,29.092946,79.436028,200707,2.962221,33.499419,77.503474,1
MOTOR_2368,351.437922,220.772307,23.410085,89.417316,200901,25.267506,24.752166,25.267506,1
MOTOR_2389,355.075192,229.030262,27.273368,80.001406,200806,21.405817,35.022016,42.483348,1
MOTOR_2411,358.575975,222.842441,22.336119,71.548626,200712,25.098665,32.157010,25.098665,1
MOTOR_2434,361.198164,227.511595,26.235493,70.339923,200804,7.758630,14.230468,96.512536,1
MOTOR_2440,361.594244,226.294359,27.972977,76.208129,200908,10.197948,19.061557,49.619441,1
MOTOR_2444,362.541340,225.827694,22.317814,70.500228,200812,20.677661,27.653778,45.231700,1
MOTOR_2460,364.246540,226.814085,26.293167,87.417174,200702,20.072024,26.662083,73.032317,1
MOTOR_2472,367.394015,225.164670,28.693373,86.008892,200802,27.314733,33.670274,27.314733,1
MOTOR_2474,369.292553,223.827810,20.886547,71.456087,201003,25.537304,11.161547,51.176116,1
MOTOR_2475,371.547139,229.877094,23.683330,85.189156,200706,2.896256,13.459796,2.896256,1
MOTOR_2476,371.942637,222.382435,24.242289,83.963292,200808,0.030816,25.116824,15.273311,1
MOTOR_2478,376.565782,221.077134,24.042074,75.037978,200701,2.237730,27.237685,62.759885,1
MOTOR_2481,378.847829,221.802822,28.373426,87.230381,200903,6.151233,7.016176,59.252149,1
MOTOR_2482,378.953986,223.193072,27.135240,76.500473,200903,5.096727,11.427607,18.639153,1
MOTOR_2483,379.075503,225.639749,20.536102,86.243788,200905,5.725048,12.184362,13.243413,1
MOTOR_2485,381.632848,228.312214,25.401360,84.124582,200912,0.254166,21.400368,78.983197,1
MOTOR_2486,383.763294,220.230442,29.569286,84.195058,200908,25.824933,31.809799,79.732938,1
MOTOR_2489,385.173271,229.055073,23.500058,73.173363,200706,19.116022,7.743670,35.263527,1
MOTOR_2494,388.154900,223.686797,27.376765,84.652495,200702,25.119702,14.514499,26.993267,1
MOTOR_2495,390.560595,226.112655,28.021544,86.982021,200808,15.651406,30.425591,15.651406,1
MOTOR_2498,393.433599,220.684283,27.361382,79.402068,200911,17.211505,19.087360,17.211505,1
MOTOR_2500,395.043597,221.214575,28.353531,76.007808,201001,29.358421,12.281897,40.870607,1
MOTOR_2501,395.539495,225.499278,20.945576,89.681170,200910,14.336679,15.669588,84.074392,1
MOTOR_2504,397.462398,222.557533,23.312980,84.191619,200710,28.449537,26.051850,63.946051,1
MOTOR_2505,397.578967,222.009056,29.535865,80.847407,200803,16.963073,27.292972,91.085684,1
MOTOR_2506,400.014371,220.720295,25.009142,78.878989,200910,3.138434,17.041793,30.220850,1
MOTOR_2510,401.584448,227.680616,27.447451,71.932356,200906,21.991564,20.727518,95.214060,1
MOTOR_2511,403.698592,224.190108,26.235244,75.056388,200701,22.609773,34.020648,65.021726,1
MOTOR_2513,404.076544,221.875701,24.853468,85.709988,200707,15.510647,21.990000,18.511675,1
MOTOR_2514,406.216425,223.467773,22.087730,77.671095,200807,14.071021,33.651425,18.662584,1
MOTOR_2519,413.038863,223.900998,29.505655,83.559363,200805,27.974286,36.193379,64.641646,1
MOTOR_2526,422.298445,228.240406,21.853753,87.910212,200802,27.033358,16.315116,63.018270,1
MOTOR_2528,424.404880,226.405691,24.169275,88.522948,200802,9.258974,21.996593,86.046953,1
MOTOR_2530,425.489861,222.642857,29.895305,82.341712,200702,28.376886,29.623816,28.376886,1
MOTOR_2534,431.819606,224.538814,29.429725,88.977143,200908,8.604888,28.742426,76.529737,1
MOTOR_2544,441.024851,220.615828,25.914008,89.579621,200907,28.216010,30.986314,77.501101,1
MOTOR_2549,446.185303,226.570128,29.290451,77.847068,200811,29.907725,7.567445,46.379808,1
MOTOR_2550,446.865282,228.369655,21.368132,85.206641,201003,13.854126,36.175370,46.564039,1
MOTOR_2552,450.809292,228.316288,20.716705,71.706650,200706,27.684319,31.328831,72.660256,1
MOTOR_2555,451.582446,229.085911,24.605385,80.736295,200912,21.130068,34.593732,80.032193,1
MOTOR_2556,452.228325,228.743070,28.776147,71.931836,200809,23.851131,29.385119,52.690644,1
MOTOR_2557,452.755944,226.383045,28.228823,82.042767,200909,4.628888,16.610834,99.408816,1
MOTOR_2559,456.138740,228.325434,26.644526,88.803623,201001,3.529146,32.610126,48.236050,1
MOTOR_2563,461.097377,221.781449,25.385238,89.616505,200801,15.944072,9.779244,20.915108,1
MOTOR_2564,461.962323,229.203694,23.660527,79.723384,200811,24.806832,19.042263,54.433157,1
MOTOR_2567,465.899532,220.102322,20.506406,87.945564,200810,22.693572,34.628259,64.400934,1
MOTOR_2569,466.588069,225.724162,27.957859,83.973496,200709,1.308897,11.834087,85.425900,1
MOTOR_2571,469.295635,222.532707,21.699122,78.522413,200804,5.478643,14.957036,5.478643,1
MOTOR_2572,469.896251,228.149746,25.751324,86.774339,200901,15.184838,36.888715,93.779066,1
MOTOR_2576,473.404098,220.609397,21.200678,81.463388,200808,29.831122,30.596537,84.183284,1
MOTOR_2577,473.735482,225.985687,28.909358,78.250945,200706,3.813544,30.092712,27.335010,1
MOTOR_2585,481.101525,228.045762,22.168203,89.677728,200805,15.191688,31.228205,87.951126,1
MOTOR_2591,484.252569,225.494577,29.546576,75.090537,201003,8.901916,11.827366,15.147378,1
MOTOR_2592,484.820735,223.905850,22.657961,81.009004,200904,0.228036,34.569759,93.267994,1
MOTOR_2597,490.825399,221.339060,28.643819,72.399405,200711,22.573385,34.326113,53.248350,1
MOTOR_2598,492.662782,228.010912,26.741112,83.768023,200911,24.095780,28.459893,80.202580,1
MOTOR_2599,492.776860,226.839967,29.918350,87.822613,200811,19.352751,13.796803,60.647954,1
MOTOR_2601,494.536517,224.717216,28.203229,82.534991,200803,15.991277,27.672121,90.750040,1
MOTOR_2606,501.831294,227.667856,25.692031,78.387466,200802,22.560296,34.772193,22.560296,1
